Customer,Project Billing,Product,Datacenter,Project Product,SUM of Latest ARC EUR
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1 - Real-Time","6,316"
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1 - Real-Time","6,316"
,,,,"QuantFEED Market Data - Cboe Futures Exchange (1123:CBE) - Ref, L1 - Real-Time","11,991"
,,,,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1, L2 MBL Depth10 - Real-Time","10,526"
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1, L2 MBL Depth10 - Real-Time","10,526"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1 - Real-Time","10,444"
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1 - Real-Time","10,444"
,,,,"QuantFEED Market Data - HKEx Derivatives (1039:HKD) - Ref, L1 - Real-Time","10,444"
,,,,"QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1 - Real-Time","11,228"
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1 - Real-Time","6,963"
,,,,"QuantFEED Market Data - ICE Futures EU Financials (1175:ICL) - Ref, L1 - Real-Time","13,926"
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1, L2 MBL Depth10 - Real-Time","10,526"
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1, L2 MBL Depth10 - Real-Time","10,526"
,,,,"QuantFEED Market Data - SGX FX Futures & Options (1458:SFX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Singapore SE Derivatives Index Futures & Options  (1222:SGZ) - Ref, L1 - Real-Time","6,963"
,,,US - Secaucus - Equinix - NY4 Total,,"164,923"
,,QuantFEED Total,,,"164,923"
,,,,,"164,923"
[anonymised],Customer 418,QuantFEED,,QuantFEED Market Data - Exchange fees pass through (MRC),"5,864"
,,, Total,,"5,864"
,,,EU - London - Interxion - LON1,"QuantFEED Market Data - Aquis MTF EU (1306:AQV) - Ref, L1, L2 MBL Depth10 - Real-Time","2,582"
,,,,"QuantFEED Market Data - Aquis MTF UK (1227:AQU) - Ref, L1, L2 MBL Depth10 - Real-Time","5,123"
,,,,QuantFEED Market Data - ASX Total Equities (1006:AUE) - Ref,"1,111"
,,,,"QuantFEED Market Data - Athens Indices including FTSE/Athens Indices (1174:ATI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Athens Securities (1004:ATH) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - BME SIB Equities (1012:BME) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,QuantFEED Market Data - Bolsa Mexicana de Valores (1373:BOP) - Ref,"1,111"
,,,,QuantFEED Market Data - Bovespa (1166:BRE) - Ref,"1,111"
,,,,QuantFEED Market Data - Bursa Malaysia Equities (1161:BMQ) - Ref,"1,111"
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","2,582"
,,,,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - DAX Indices (1105:DEI) - Ref, L1, L2 MBL Depth5 - Real-Time","1,389"
,,,,"QuantFEED Market Data - Euronext All Indices (1035:EUI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBO - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan MOT Bonds (1016:MOT) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref,"1,111"
,,,,QuantFEED Market Data - Indonesia Stock Exchange (1274:IND) - Ref,"1,111"
,,,,QuantFEED Market Data - JPX Tokyo Stock Exchange Equities (1095:TSE) - Ref,"1,111"
,,,,QuantFEED Market Data - JSE Equities (1047:JSE) - Ref,"1,111"
,,,,QuantFEED Market Data - Korea Exchange KOSPI stock - Securities A (1049:KSE) - Ref,"1,111"
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market (1054:LEE,1055:LEI) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ UTP Regionals (1281:NAA) - Ref, L1 - Real-Time",0
,,,,QuantFEED Market Data - New Zealand (1359:NEW) - Ref,"1,111"
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,QuantFEED Market Data - Philippines Stock Exchange (1324:PHI) - Ref,"1,111"
,,,,QuantFEED Market Data - Shanghai Stock Exchange (1082:OSE) - Ref,"1,111"
,,,,QuantFEED Market Data - Shenzhen Indices (1410:SHF) - Ref,0
,,,,QuantFEED Market Data - Shenzhen Stock Exchange (1231:SHE) - Ref,"1,111"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,QuantFEED Market Data - Stock Exchange of Thailand Equities (1188:THA) - Ref,"1,111"
,,,,"QuantFEED Market Data - STOXX Indices (1106:DJI) - Ref, L1 - Real-Time",0
,,,,QuantFEED Market Data - Taiwan Stock Exchange (1273:TAJ) - Ref,"1,111"
,,,,"QuantFEED Market Data - Turquoise (1098:TRQ) - Ref, L1, L2 MBL Depth10 - Real-Time","5,123"
,,,,"QuantFEED Market Data - Turquoise Europe (1304:TUR) - Ref, L1, L2 MBL Depth10 - Real-Time","2,582"
,,,,"QuantFEED Market Data - Vienna Cash Market ADH (1099:VIE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Vienna Global Market (1263:VIF) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Vienna Indices (1100:VII) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Core (1102:DES) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra ETFs & ETPs (1453:XET) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,EU - London - Interxion - LON1 Total,,"36,051"
,,,EU - London - Telehouse Docklands - THD,"QuantFEED Market Data - Aquis MTF UK (1227:AQU) - Ref, L1, L2 MBL Depth10 - Real-Time","2,562"
,,,,"QuantFEED Market Data - Athens Indices including FTSE/Athens Indices (1174:ATI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Athens Securities (1004:ATH) - Ref, L1, L2 MBL Depth10 - Real-Time","5,319"
,,,,"QuantFEED Market Data - BME SIB Equities (1012:BME) - Ref, L1, L2 MBL Depth5 - Real-Time","5,319"
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,319"
,,,,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time","6,205"
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time","6,205"
,,,,"QuantFEED Market Data - Euronext All Indices (1035:EUI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBO - Real-Time","10,638"
,,,,"QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref, L1, L2 MBL Depth10 - Real-Time","5,319"
,,,,"QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref, L1, L2 MBL Depth10 - Real-Time","5,319"
,,,,"QuantFEED Market Data - Euronext Milan MOT Bonds (1016:MOT) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market (1054:LEE,1055:LEI) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1, L2 MBL Depth10 - Real-Time","10,638"
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time","7,092"
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","6,205"
,,,,"QuantFEED Market Data - NASDAQ UTP Regionals (1281:NAA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time","5,319"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1, L2 MBL Depth5 - Real-Time","5,319"
,,,,"QuantFEED Market Data - STOXX Indices (1106:DJI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Turquoise (1098:TRQ) - Ref, L1, L2 MBL Depth10 - Real-Time","2,562"
,,,,"QuantFEED Market Data - Vienna Cash Market ADH (1099:VIE) - Ref, L1, L2 MBL Depth10 - Real-Time","7,092"
,,,,"QuantFEED Market Data - Vienna Global Market (1263:VIF) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Vienna Indices (1100:VII) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Core (1102:DES) - Ref, L1, L2 MBL Depth10 - Real-Time","10,638"
,,,EU - London - Telehouse Docklands - THD Total,,"107,068"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Aquis MTF EU (1306:AQV) - Ref, L1, L2 MBL Depth10 - Real-Time","1,254"
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","1,254"
,,,,"QuantFEED Market Data - DAX Indices (1105:DEI) - Ref, L1, L2 MBL Depth5 - Real-Time",695
,,,,"QuantFEED Market Data - Euronext Cash Market - CERT (1034:EUR) - Ref, L1, L2 MBL Depth10 - Real-Time","4,595"
,,,,"QuantFEED Market Data - Turquoise Europe (1304:TUR) - Ref, L1, L2 MBL Depth10 - Real-Time","1,254"
,,,,"QuantFEED Market Data - Xetra ETFs & ETPs (1453:XET) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,EU - Slough - Equinix - LD4 Total,,"9,051"
,,QuantFEED Total,,,"158,034"
,,,,,"158,034"
[anonymised],Customer 3,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - Cboe Europe BXE and CXE - CERT (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time","2,967"
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","5,652"
,,,,"QuantFEED Market Data - Cboe Europe DXE Exchange - CERT (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","2,967"
,,,,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1 - Real-Time","5,962"
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Real-Time","5,962"
,,,,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - DAX Indices (1105:DEI) - Ref, L1 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1, L2 MBL Depth10 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1, L2 MBL Depth10 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Euronext Cash Market - CERT (1034:EUR) - Ref, L1, L2 MBL Depth10 - Real-Time","2,967"
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBL Depth10 - Real-Time","5,557"
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1 - Real-Time","5,652"
,,,,"QuantFEED Market Data - Euronext Milan GEM (1439:EUZ) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - FTSE Indices (1036:FTE) - Ref, L1 - Delayed","5,834"
,,,,QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref,"2,945"
,,,,QuantFEED Market Data - JPX Tokyo Stock Exchange Equities (1095:TSE) - Ref,"5,890"
,,,,"QuantFEED Market Data - Nasdaq Basic NASDAQ Issues (1143:NBC) - Ref, L1 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE Issues (1065:NBA) - Ref, L1 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE MKT Issues (1142:NBB) - Ref, L1 - Real-Time","5,890"
,,,,"QuantFEED Market Data - NASDAQ GIDS US (1066:GID) - Ref, L1 - Real-Time","5,890"
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time","5,890"
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","5,962"
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Real-Time","5,962"
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Real-Time","5,962"
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time","5,890"
,,,,QuantFEED Market Data - OTC Markets including Pinksheets (1000:OTC) - Ref,"2,945"
,,,,"QuantFEED Market Data - S&P Base Indices (1131:CMI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - S&P Complete Indices (1196:SCI) - Ref, L1 - Real-Time","5,962"
,,,,"QuantFEED Market Data - S&P Promotional Indices (1197:SPI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI - CERT (1217:SIX) - Ref, L1, L2 MBL Depth10 - Real-Time","2,967"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1 - Delayed",0
,,,,"QuantFEED Market Data - STOXX Indices (1106:DJI) - Ref, L1 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Vienna Cash Market ADH (1099:VIE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,890"
,,,,"QuantFEED Market Data - Xetra ETFs & ETPs (1453:XET) - Ref, L1 - Real-Time",0
,,,EU - London - Interxion - LON1 Total,,"152,796"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - DAX Indices (1105:DEI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan GEM (1439:EUZ) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - FTSE Indices (1036:FTE) - Ref, L1 - Delayed",0
,,,,QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref,0
,,,,QuantFEED Market Data - JPX Tokyo Stock Exchange Equities (1095:TSE) - Ref,0
,,,,"QuantFEED Market Data - Nasdaq Basic NASDAQ Issues (1143:NBC) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE Issues (1065:NBA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE MKT Issues (1142:NBB) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ GIDS US (1066:GID) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,QuantFEED Market Data - OTC Markets including Pinksheets (1000:OTC) - Ref,0
,,,,"QuantFEED Market Data - S&P Base Indices (1131:CMI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - S&P Complete Indices (1196:SCI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - S&P Promotional Indices (1197:SPI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1 - Delayed",0
,,,,"QuantFEED Market Data - STOXX Indices (1106:DJI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Vienna Cash Market ADH (1099:VIE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra ETFs & ETPs (1453:XET) - Ref, L1 - Real-Time",0
,,,EU - Slough - Equinix - LD4 Total,,0
,,QuantFEED Total,,,"152,796"
,,,,,"152,796"
[anonymised],Customer 23,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - BME MEFF Derivatives (1013:MEF) - Ref, L1, L2 MBL Depth5 - Real-Time","6,000"
,,,,"QuantFEED Market Data - BME SIB Equities (1012:BME) - Ref, L1, L2 MBL Depth5 - Real-Time","12,000"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1, L2 MBL Depth10 - Real-Time","12,000"
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Commodities Derivatives (1073:LIC) - Ref, L1, L2 MBL Depth10 - Real-Time","12,000"
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan DER (1018:IDM) - Ref, L1 - Real-Time","6,000"
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1, L2 MBL Depth5 - Real-Time","6,000"
,,,,"QuantFEED Market Data - ICE Futures EU Financials (1175:ICL) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ Nordic Derivatives TotalView (1214:NAT) - Ref, L1, L2 MBL Depth10 - Real-Time","6,000"
,,,,"QuantFEED Market Data - SIX Structured Products (ex Scoach SWX) IMI (1218:SIY) - Ref, L1, L2 MBL Depth5 - Real-Time","6,000"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1, L2 MBL Depth5 - Real-Time","6,000"
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products (1121:VIR) - Ref, L1, L2 MBL Depth20 - Real-Time","9,000"
,,,,"QuantFEED Market Data - Vienna Global Market Ultra (1435:VIH) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,EU - London - Interxion - LON1 Total,,"81,000"
,,,US - Aurora - CME Colo,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1, L2 MBL Depth10 - Real-Time","6,840"
,,,US - Aurora - CME Colo Total,,"6,840"
,,,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - Cboe Futures Exchange (1123:CBE) - Ref, L1, L2 MBL Depth5 - Real-Time","15,600"
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time","6,000"
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time","6,000"
,,,,"QuantFEED Market Data - NASDAQ TotalView (1063:NAS) - Ref, L1, L2 MBL Depth5 - Real-Time","18,000"
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","12,000"
,,,,"QuantFEED Market Data - TMX Montreal Exchange (Quantum) (1156:MOD) - Ref, L1, L2 MBL Depth5 - Real-Time","7,344"
,,,,"QuantFEED Market Data - Vienna Global Market Ultra (1435:VIH) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,US - Secaucus - Equinix - NY4 Total,,"64,944"
,,QuantFEED Total,,,"152,784"
,,,,,"152,784"
[anonymised],Customer 20,QuantFEED,EU - Frankfurt - Equinix - FR2,"QuantFEED Market Data - BME MEFF Derivatives (1013:MEF) - Ref, L1 - Real-Time","12,045"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1, L2 MBL Depth10 - Real-Time","16,115"
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1 - Real-Time","12,045"
,,,,"QuantFEED Market Data - ICE Futures EU Financials (1175:ICL) - Ref, L1, L2 MBO - Real-Time","17,640"
,,,EU - Frankfurt - Equinix - FR2 Total,,"57,846"
,,,EU - London - Interxion - LON1,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1, L2 MBL Depth10 - Real-Time","16,081"
,,,EU - London - Interxion - LON1 Total,,"16,081"
,,,US - Aurora - CME Colo,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1 - Real-Time","14,586"
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Real-Time","14,586"
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1 - Real-Time","12,045"
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Real-Time","12,045"
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Real-Time","12,045"
,,,,"QuantFEED Market Data - TMX Montreal Exchange (Quantum) (1156:MOD) - Ref, L1 - Real-Time","12,045"
,,,US - Aurora - CME Colo Total,,"77,354"
,,QuantFEED Total,,,"151,282"
,,,,,"151,282"
[anonymised],Customer 58,QuantFEED,,QuantFEED Market Data - 300 instruments across 20 feeds,"86,597"
,,, Total,,"86,597"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - ASX 24 Derivatives (1005:AUD) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - ASX Total Equities (1006:AUE) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - BME MEFF Derivatives (1013:MEF) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,"QuantFEED Market Data - Cboe BZX (1009:BZX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Cboe Futures Exchange (1123:CBE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1, L2 MBL Depth10 - Real-Time",0
